station_key,station_id,station_name,total_start_count,total_end_count,latitude,longitude,full_address
6302ada9052829b8d9cd3cc5804eb5c2,864,"Abbey Orchard Street, Westminster",342,877,51.4983312,-0.1313775,"Abbey Orchard Street, Westminster, Millbank, City of Westminster, Greater London, England, SW1P 2LJ, United Kingdom"
45335e0a17654e889b0cddbf66f2f189,108,"Abbey Orchard Street, Westminster",117847,140640,51.4983312,-0.1313775,"Abbey Orchard Street, Westminster, Millbank, City of Westminster, Greater London, England, SW1P 2LJ, United Kingdom"
47a122e73478bc6efcf67d95b05e3c22,3429,"Abbey Orchard Street, Westminster",3385,4004,51.4983312,-0.1313775,"Abbey Orchard Street, Westminster, Millbank, City of Westminster, Greater London, England, SW1P 2LJ, United Kingdom"
fda6382348e6b3743704a98781769c69,559,"Abbotsbury Road, Holland Park",37095,34118,51.5028538,-0.2062098,"Holland Park: Sustainable drainage (SuDS), Abbotsbury Road, Kensington, Royal Borough of Kensington and Chelsea, Greater London, England, W14 8EL, United Kingdom"
44fe97c2e632068aee07af6fdb324f42,200111,"Abbotsbury Road, Holland Park",1096,973,51.5028538,-0.2062098,"Holland Park: Sustainable drainage (SuDS), Abbotsbury Road, Kensington, Royal Borough of Kensington and Chelsea, Greater London, England, W14 8EL, United Kingdom"
19356630537de9e0cf2fce85433a36b3,2698,"Aberdeen Place, St. John's Wood",2504,2170,51.5247967,-0.176455,"Aberdeen Place, St. John's Wood, City of Westminster, Greater London, England, NW8 8JL, United Kingdom"
6dcbfa5039bc28e5c3cc2c8395421ce1,394,"Aberdeen Place, St. John's Wood",58909,48161,51.5247967,-0.176455,"Aberdeen Place, St. John's Wood, City of Westminster, Greater London, England, NW8 8JL, United Kingdom"
3274c0af1ab737e8cb206a014265fe6d,554,"Aberfeldy Street, Poplar",20364,20257,51.5137038,-0.0056547,"Aberfeldy Street, Aberfeldy Village, Blackwall, London Borough of Tower Hamlets, Greater London, England, E14 0NU, United Kingdom"
a1887e65721ba191bdb70130baeca994,200078,"Aberfeldy Street, Poplar",794,788,51.5137038,-0.0056547,"Aberfeldy Street, Aberfeldy Village, Blackwall, London Borough of Tower Hamlets, Greater London, England, E14 0NU, United Kingdom"
651de0dc208891f84e7ba28eb7fd62bf,583,"Abingdon Green, Great College Street",136276,162377,51.4976277,-0.1260615,"Abingdon Green, Great College Street, Westminster, Millbank, City of Westminster, Greater London, England, SW1P 3SF, United Kingdom"
d5884f450eaf8053fc8fde4f23c07300,200231,"Abingdon Green, Westminster",2550,3088,51.4976277,-0.1260615,"Abingdon Green, Great College Street, Westminster, Millbank, City of Westminster, Greater London, England, SW1P 3SF, United Kingdom"
753b3a291ec44c1878d87ead26ad8764,583,"Abingdon Green, Westminster",136276,162377,51.4976277,-0.1260615,"Abingdon Green, Great College Street, Westminster, Millbank, City of Westminster, Greater London, England, SW1P 3SF, United Kingdom"
020acdee49e40183f9d7dcccc8b5566a,3442,"Abingdon Villas, Kensington",1958,1877,51.4978745,-0.195178,"Abingdon Villas, Kensington, Royal Borough of Kensington and Chelsea, Greater London, England, W8 6XD, United Kingdom"
b8f8d29a42d0e9e79c6b9e2ed851c19a,38,"Abingdon Villas, Kensington",62354,61782,51.4978745,-0.195178,"Abingdon Villas, Kensington, Royal Borough of Kensington and Chelsea, Greater London, England, W8 6XD, United Kingdom"
480dd5d985095edfc66dd0fbbeb3d7e5,300099,"Abyssinia Close, Clapham Junction",1698,1726,51.4600099,-0.1671726,"Abyssinia Close, Clapham Junction, London Borough of Wandsworth, Greater London, England, SW11 1NX, United Kingdom"
9c0cbf42bd3286c2ca5b9e1a2d49c929,776,"Abyssinia Close, Clapham Junction",51073,53178,51.4600099,-0.1671726,"Abyssinia Close, Clapham Junction, London Borough of Wandsworth, Greater London, England, SW11 1NX, United Kingdom"
de477a69bdbd45a74748ea3d05b99e02,200038,"Ackroyd Drive, Bow",3137,2857,51.5193052,-0.0285312,"Ackroyd Drive, Bromley-by-Bow, Limehouse, London Borough of Tower Hamlets, Greater London, England, E3 4AS, United Kingdom"
5f20e650867f911b63dfcdda0f0ae1d8,505,"Ackroyd Drive, Bow",58056,52754,51.5193052,-0.0285312,"Ackroyd Drive, Bromley-by-Bow, Limehouse, London Borough of Tower Hamlets, Greater London, England, E3 4AS, United Kingdom"
393071cb31dea65cd30ddd6a494379e1,300040,"Ada Street, Hackney Central",2279,2315,51.5357107,-0.0602981,"Ada Street, Haggerston, London Borough of Hackney, Greater London, England, E8 4QY, United Kingdom"
220ce6fd8bd61350afa8d22de420a8d5,718,"Ada Street, Hackney Central",104235,108761,51.5357107,-0.0602981,"Ada Street, Haggerston, London Borough of Hackney, Greater London, England, E8 4QY, United Kingdom"
373a777ab9d1e712d76189cba7c45b48,606,"Addison Road, Holland Park",39613,38514,51.5051803,-0.21007,"Holland Park Lawn Tennis Club, 1, Addison Road, Notting Hill, Royal Borough of Kensington and Chelsea, Greater London, England, W14 8DD, United Kingdom"
e8bed179dc56af08450b985cce16ea25,200218,"Addison Road, Holland Park",1235,1237,51.5051803,-0.21007,"Holland Park Lawn Tennis Club, 1, Addison Road, Notting Hill, Royal Borough of Kensington and Chelsea, Greater London, England, W14 8DD, United Kingdom"
fc4d231cac60f8974b3140c4f9f597db,616,"Aintree Street, Fulham",85600,81208,51.4806164,-0.210883,"Aintree Street, Fulham, London Borough of Hammersmith and Fulham, Greater London, England, SW6 7QU, United Kingdom"
78cbf0e4345259a0fd9f6a486decba48,200098,"Aintree Street, Fulham",3682,3365,51.4806164,-0.210883,"Aintree Street, Fulham, London Borough of Hammersmith and Fulham, Greater London, England, SW6 7QU, United Kingdom"
2789eb6b69e7ce73b96398effc70b763,540,"Albany Street, Regent's Park",101812,85539,51.5343384,-0.1463627,"Regent's Park Barracks, Albany Street, Chalk Farm, London Borough of Camden, Greater London, England, NW1 4AN, United Kingdom"
6e55e806cbdcaf1ed637b39ff261cf5d,540,"Albany Street, The Regent's Park",101812,85539,51.528294,-0.1444357,"Albany Street, Fitzrovia, London Borough of Camden, Greater London, England, NW1 4EG, United Kingdom"
287e87a94ce7dafc59011f5a682b6445,200134,"Albany Street, The Regent's Park",3195,2739,51.528294,-0.1444357,"Albany Street, Fitzrovia, London Borough of Camden, Greater London, England, NW1 4EG, United Kingdom"
62a229d5cccaabfd38de3035defc514b,710,"Albert Bridge Road, Battersea Park",127899,124398,51.4772646,-0.1649682,"Ethelburga Estate, Albert Bridge Road, Battersea, London Borough of Wandsworth, Greater London, England, SW11 4QE, United Kingdom"
4be01572fdcd2febd44045fbd72b0f4a,300045,"Albert Bridge Road, Battersea Park",3723,3538,51.4772646,-0.1649682,"Ethelburga Estate, Albert Bridge Road, Battersea, London Borough of Wandsworth, Greater London, England, SW11 4QE, United Kingdom"
76b0074844b586f9a213a3ed329f06f3,1059,"Albert Embankment, Vauxhall",2426,2436,51.4873462,-0.1232274,"Albert Embankment, Vauxhall, London Borough of Lambeth, Greater London, England, SE11 5AW, United Kingdom"
69ddbf8a6b937fa278fb2afdc6219b80,100,"Albert Embankment, Vauxhall",87629,82499,51.4873462,-0.1232274,"Albert Embankment, Vauxhall, London Borough of Lambeth, Greater London, England, SE11 5AW, United Kingdom"
1803d92334fca054a81401aa05a0f63e,869,"Albert Embankment, Vauxhall",236,552,51.4873462,-0.1232274,"Albert Embankment, Vauxhall, London Borough of Lambeth, Greater London, England, SE11 5AW, United Kingdom"
9cd52867e4d500d5930fe56c4bdf2a1e,483,"Albert Gardens, Stepney",90313,83485,51.5126716,-0.0471743,"Albert Gardens, Ratcliffe, Stepney, London Borough of Tower Hamlets, Greater London, England, United Kingdom"
7f855c2addf280e07ef86904f41c92e3,22166,"Albert Gardens, Stepney",2444,2226,51.5126716,-0.0471743,"Albert Gardens, Ratcliffe, Stepney, London Borough of Tower Hamlets, Greater London, England, United Kingdom"
ec635ac77baa38a7f7f1a31cae71e1cb,802,"Albert Square, Stockwell",76918,71068,51.4773489,-0.1199785,"Albert Square, Stockwell Park, Oval, London Borough of Lambeth, Greater London, England, SW8 1BS, United Kingdom"
0360c3e8a7f32ef8844e63c4d60ca7e1,300209,"Albert Square, Stockwell",2866,2723,51.4773489,-0.1199785,"Albert Square, Stockwell Park, Oval, London Borough of Lambeth, Greater London, England, SW8 1BS, United Kingdom"
07eda964a2765b905c5e63391fb1adb8,185,"Alderney Street, Pimlico",123734,115906,51.4891975,-0.1430538,"Alderney Street, Tachbrook Estate, Pimlico, City of Westminster, Greater London, England, SW1V 4EZ, United Kingdom"
16546628c6a75d35441f1c0ffd29fddc,1174,"Alderney Street, Pimlico",4605,4261,51.4891975,-0.1430538,"Alderney Street, Tachbrook Estate, Pimlico, City of Westminster, Greater London, England, SW1V 4EZ, United Kingdom"
f6192eabbfa5f8e63e19d352cf502503,1065,"Aldersgate Street, Barbican",5640,5694,51.520164,-0.0973779,"Aldersgate Street, West Smithfield, Barbican, City of London, Greater London, England, EC1A 4JP, United Kingdom"
e7ee165efcd862d3eca96a73a21efa5e,95,"Aldersgate Street, Barbican",177616,184617,51.520164,-0.0973779,"Aldersgate Street, West Smithfield, Barbican, City of London, Greater London, England, EC1A 4JP, United Kingdom"
c53d05097b2abe80426316b5f2c122f9,364,"Alfred Place, Bloomsbury",113370,114879,51.5200575,-0.1328495,"Alfred Place, Bloomsbury, London Borough of Camden, Greater London, England, WC1E 7LR, United Kingdom"
813ef1af915de3af706b891faa0942e3,3507,"Alfred Place, Bloomsbury",3916,4049,51.5200575,-0.1328495,"Alfred Place, Bloomsbury, London Borough of Camden, Greater London, England, WC1E 7LR, United Kingdom"
0166f1227a4faa650f2f039e8d2a92ed,726,"Alfreda Street, Battersea Park",78441,76743,51.4751,-0.150908,"Alfreda Street, Doddington and Rollo Estate, Clapham Junction, London Borough of Wandsworth, Greater London, England, SW11 5FH, United Kingdom"
21f9a339fb28a9901e8249398fb97822,300047,"Alfreda Street, Battersea Park",3036,2995,51.4751,-0.150908,"Alfreda Street, Doddington and Rollo Estate, Clapham Junction, London Borough of Wandsworth, Greater London, England, SW11 5FH, United Kingdom"
6575c550cfff72c6a7068d68d9e45093,643,"All Saints' Road, Portobello",55402,52926,51.5178836,-0.2038677,"Portobello Music, 13, All Saints Road, Notting Hill, Royal Borough of Kensington and Chelsea, Greater London, England, W11 1HH, United Kingdom"
0dc57744bbda4cfa984dd208f8965c06,300026,"All Saints' Road, Portobello",1519,1421,51.5178836,-0.2038677,"Portobello Music, 13, All Saints Road, Notting Hill, Royal Borough of Kensington and Chelsea, Greater London, England, W11 1HH, United Kingdom"
388482a2df8578c80770ae45ba39842d,300242,"Allington Street, Victoria",6914,6951,51.4972908,-0.142653,"Allington Street, Victoria, City of Westminster, Greater London, England, SW1E 5EA, United Kingdom"
d978e58848ce632f0fc6d3f8697058db,826,"Allington Street, Victoria",146547,148049,51.4972908,-0.142653,"Allington Street, Victoria, City of Westminster, Greater London, England, SW1E 5EA, United Kingdom"
f4381557cac889bf29cd5c5020c527ec,826,"Allington street, Westminster",146547,148049,51.4972908,-0.142653,"Allington Street, Victoria, City of Westminster, Greater London, England, SW1E 5EA, United Kingdom"
f342273d1513ec264aac0d4cbc59ea92,826,"Allington street, Westminster, SW1E 5EB",146547,148049,51.4972908,-0.142653,"Allington Street, Victoria, City of Westminster, Greater London, England, SW1E 5EA, United Kingdom"
6cc953c8cba106ded0e3582a4c8be3b4,300046,"Alma Road, Wandsworth",1196,1040,51.4593838,-0.1861303,"Alma Road, Wandsworth, London Borough of Wandsworth, Greater London, England, SW18 1AE, United Kingdom"
50619ea9b48f2c8553758303129f8b51,724,"Alma Road, Wandsworth",39769,31432,51.4593838,-0.1861303,"Alma Road, Wandsworth, London Borough of Wandsworth, Greater London, England, SW18 1AE, United Kingdom"
682bea22055d9646aaf9e6a07a2be299,576,"Alpha Grove, Millwall",36089,36569,51.4984698,-0.0229049,"Alpha Grove, Millwall, Isle of Dogs, London Borough of Tower Hamlets, Greater London, England, E14 8PG, United Kingdom"
7ee5cf309b1339fc522383c024806ff2,200109,"Alpha Grove, Millwall",940,955,51.4984698,-0.0229049,"Alpha Grove, Millwall, Isle of Dogs, London Borough of Tower Hamlets, Greater London, England, E14 8PG, United Kingdom"
5ef5be301774ea97dca51ef314f65eb5,33,"Altab Ali Park, Whitechapel",111263,111480,51.5161879,-0.0685212,"Altab Ali Park, Spitalfields, Whitechapel, London Borough of Tower Hamlets, Greater London, England, United Kingdom"
6418b991f095a10212b39d33a0daa71e,1019,"Ampton Street , Clerkenwell",2096,1794,51.5272918,-0.1182352,"Ampton Street, King's Cross, London Borough of Camden, Greater London, England, WC1X 0LX, United Kingdom"
9182079b1de0c9ba8688fdd77707852e,26,"Ampton Street , Clerkenwell",76776,67494,51.5272918,-0.1182352,"Ampton Street, King's Cross, London Borough of Camden, Greater London, England, WC1X 0LX, United Kingdom"
25e7166206aa09b7c1acd17372ade01e,500,"Ansell House, Stepney",110720,103798,51.5197716,-0.0545585,"Ansell House, Mile End Road, Stepney, London Borough of Tower Hamlets, Greater London, England, E1 4TL, United Kingdom"
fe82e9d6e09526a444e583f72fae65a6,200148,"Ansell House, Stepney",3595,3396,51.5197716,-0.0545585,"Ansell House, Mile End Road, Stepney, London Borough of Tower Hamlets, Greater London, England, E1 4TL, United Kingdom"
9ad5dcf1808793dc5a3bb8aac9a7403c,518,"Antill Road, Mile End",70849,65390,51.5281579,-0.0375096,"Antill Road, Mile End, London Borough of Tower Hamlets, Greater London, England, E3 5BS, United Kingdom"
480e1ebf7136ed526d9baf37078cceda,200041,"Antill Road, Mile End",2045,1754,51.5281579,-0.0375096,"Antill Road, Mile End, London Borough of Tower Hamlets, Greater London, England, E3 5BS, United Kingdom"
3dba5617e6b4b8b30b3850e657c2d109,641,"Archbishop's Park, Waterloo",75765,81493,51.4982601,-0.117504,"Archbishop's Park, Lambeth Palace Road, South Bank, Lambeth, London Borough of Lambeth, Greater London, England, SE1 7LE, United Kingdom"
92e29bb5fe547777373b40ed7811a142,300025,"Archbishop's Park, Waterloo",1932,1998,51.4982601,-0.117504,"Archbishop's Park, Lambeth Palace Road, South Bank, Lambeth, London Borough of Lambeth, Greater London, England, SE1 7LE, United Kingdom"
347e607877686157fe3e5a96bd0f658c,3463,"Argyll Road, Kensington",1894,1867,51.5015015,-0.196559,"Argyll Road, The Phillimore Estate, Kensington, Royal Borough of Kensington and Chelsea, Greater London, England, W8 7DA, United Kingdom"
a6c90d285e67863a481f0fddad6a5af0,168,"Argyll Road, Kensington",69937,71476,51.5015015,-0.196559,"Argyll Road, The Phillimore Estate, Kensington, Royal Borough of Kensington and Chelsea, Greater London, England, W8 7DA, United Kingdom"
afee4044fa1aa2135f750b48b46ee4c6,545,"Arlington Road, Camden Town",74718,74977,51.5366695,-0.1422109,"Arlington Road, Chalk Farm, London Borough of Camden, Greater London, England, NW1 7HT, United Kingdom"
cd7e381c92a8004639e522b3485b15c2,200070,"Arlington Road, Camden Town",1861,1790,51.5366695,-0.1422109,"Arlington Road, Chalk Farm, London Borough of Camden, Greater London, England, NW1 7HT, United Kingdom"
09e8b289e2e1aad07b9bd478899e1c96,3455,"Arundel Street, Temple",225,227,51.5116901,-0.1138101,"Arundel Street, St Clement Danes, Covent Garden, City of Westminster, Greater London, England, WC2R 1AB, United Kingdom"
6a96b802f5d5bf0ae4c12b3ca1e7dbeb,79,"Arundel Street, Temple",35051,37501,51.5116901,-0.1138101,"Arundel Street, St Clement Danes, Covent Garden, City of Westminster, Greater London, England, WC2R 1AB, United Kingdom"
030bb05a0a1a7bbdf84922cf0be83671,200169,"Ashley Crescent, Battersea",2263,2160,51.4672713,-0.1516353,"Ashley Crescent, Clapham Junction, London Borough of Wandsworth, Greater London, England, SW11 5QZ, United Kingdom"
e1ffea9d613d5aa406e9f879eb955816,670,"Ashley Crescent, Battersea",75310,71182,51.4672713,-0.1516353,"Ashley Crescent, Clapham Junction, London Borough of Wandsworth, Greater London, England, SW11 5QZ, United Kingdom"
a83ad54500620697ffd1080e1dfd3900,177,"Ashley Place, Victoria",171854,180365,51.49623,-0.1405856,"Ashley Place, Westminster, Victoria, City of Westminster, Greater London, England, SW1E 5NA, United Kingdom"
107d122df8c54c3ed207772f21242612,1122,"Ashley Place, Victoria",3290,3495,51.49623,-0.1405856,"Ashley Place, Westminster, Victoria, City of Westminster, Greater London, England, SW1E 5NA, United Kingdom"
502d8fec89d040f1da012c63a9389907,654,"Ashmole Estate, Oval",74722,70932,51.4827281,-0.117457,"Ashmole Estate, Meadow Road, Oval, London Borough of Lambeth, Greater London, England, SW8 1QF, United Kingdom"
e9bca09ccc7676613ba794a454c8bf60,200223,"Ashmole Estate, Oval",2067,1973,51.4827281,-0.117457,"Ashmole Estate, Meadow Road, Oval, London Borough of Lambeth, Greater London, England, SW8 1QF, United Kingdom"
a52d38b733d607730ad42a22b7890ab8,200013,"Aston Street, Stepney",2201,2002,51.5171025,-0.0384426,"Aston Street, Ratcliffe, Limehouse, London Borough of Tower Hamlets, Greater London, England, E14 7NQ, United Kingdom"
d7af07fdc74f1250ed91fc23c8d15ad1,461,"Aston Street, Stepney",48613,45990,51.5171025,-0.0384426,"Aston Street, Ratcliffe, Limehouse, London Borough of Tower Hamlets, Greater London, England, E14 7NQ, United Kingdom"
793cae93c23f6cad4cfa42e1b36dd1d3,664,"Austin Road, Battersea",97544,93039,51.4735252,-0.1550549,"Austin Road, Clapham Junction, London Borough of Wandsworth, Greater London, England, SW11 5JP, United Kingdom"
b61b414332e731fc085f0552e87b731f,300013,"Austin Road, Battersea Park",2993,3005,51.4743593,-0.1554307,"Austin Road, Battersea Park Road, Clapham Junction, London Borough of Wandsworth, Greater London, England, SW11 4LT, United Kingdom"
5f5455cb3c356247e0feff4ca8ea6c44,664,"Austin Road, Battersea Park",97544,93039,51.4743593,-0.1554307,"Austin Road, Battersea Park Road, Clapham Junction, London Borough of Wandsworth, Greater London, England, SW11 4LT, United Kingdom"
ac1ef5559d005acc2ff81a859217cd15,300049,"Aylward Street, Stepney",1508,1394,51.5158208,-0.0477268,"Aylward Street, Ratcliffe, Stepney, London Borough of Tower Hamlets, Greater London, England, E1 0EP, United Kingdom"
4b24189a9af64fc249e023fffb2522ee,715,"Aylward Street, Stepney",56676,50941,51.5158208,-0.0477268,"Aylward Street, Ratcliffe, Stepney, London Borough of Tower Hamlets, Greater London, England, E1 0EP, United Kingdom"
971ff69092db3b88d8e004502c1a7de3,601,"BBC White City, White City",71316,74615,0.2881433,32.5779774,"BBC, Mobutu Road, Madirisa (zone), Makindye II, Makindye, Kampala Capital City, Kampala, Uganda"
53c39f5d32d65478c0fc407c4b995737,200136,"BBC White City, White City",2782,2777,0.2881433,32.5779774,"BBC, Mobutu Road, Madirisa (zone), Makindye II, Makindye, Kampala Capital City, Kampala, Uganda"
333ac219a03716610eb75f1e85dc6fb8,1086,"Baker Street, Marylebone",3638,3661,51.5225853,-0.1567431,"Baker Street, Station Approach, Marylebone Road, Marylebone, City of Westminster, Greater London, England, NW1 5LD, United Kingdom"
516f567b120773b8a4d66df18b92a556,121,"Baker Street, Marylebone",92002,90255,51.5225853,-0.1567431,"Baker Street, Station Approach, Marylebone Road, Marylebone, City of Westminster, Greater London, England, NW1 5LD, United Kingdom"
85381429f51d452a49f23fc494a31be2,3500,"Baldwin Street, St. Luke's",3616,3790,51.5269917,-0.0886485,"Baldwin Street, Finsbury, London Borough of Islington, Greater London, England, EC1V 9NU, United Kingdom"
bc010c4220337fd2919821ad282a44dc,319,"Baldwin Street, St. Luke's",107767,106923,51.5269917,-0.0886485,"Baldwin Street, Finsbury, London Borough of Islington, Greater London, England, EC1V 9NU, United Kingdom"
362dfb1dfc00870a04aa25c55a37ce38,520,"Bancroft Road, Bethnal Green",73173,66156,51.5252596,-0.0443241,"Bancroft Road, Globe Town, Stepney, London Borough of Tower Hamlets, Greater London, England, E1 4BU, United Kingdom"
a7f61b930156e43c60fe3c3d47983aaa,200234,"Bancroft Road, Bethnal Green",2439,2193,51.5252596,-0.0443241,"Bancroft Road, Globe Town, Stepney, London Borough of Tower Hamlets, Greater London, England, E1 4BU, United Kingdom"
363ab2a20bc1682fc15ba5047245b332,340,"Bank of England Museum, Bank",168769,181225,51.5144672,-0.0876206,"Bank of England Museum, Bartholomew Lane, Leadenhall Market, Bank, City of London, Greater London, England, EC2N 2AX, United Kingdom"
af66e1f2a84a9a7f95ef23f0804e208b,1201,"Bank of England Museum, Bank",4601,4793,51.5144672,-0.0876206,"Bank of England Museum, Bartholomew Lane, Leadenhall Market, Bank, City of London, Greater London, England, EC2N 2AX, United Kingdom"
09a569e88343a1748844c8d2fb155614,193,"Bankside Mix, Bankside",171142,198024,51.5057958,-0.1000716,"Bankside Mix, Southwark Street, Bankside, Southwark, London Borough of Southwark, Greater London, England, SE1 0HX, United Kingdom"
b8f475c2bca7d635243fb43713c0e3df,963,"Bankside Mix, Bankside",2968,3599,51.5057958,-0.1000716,"Bankside Mix, Southwark Street, Bankside, Southwark, London Borough of Southwark, Greater London, England, SE1 0HX, United Kingdom"
dc0ea9039085fa288a062533c0932ed7,275,"Barbican Centre, Barbican",92295,95387,51.5197763,-0.0937556,"Barbican Centre (Cinema), Silk Street, Barbican, City of London, Greater London, England, EC2Y 8DS, United Kingdom"
1a899ef6036645665cae789f56febda2,1191,"Barbican Centre, Barbican",3152,3175,51.5197763,-0.0937556,"Barbican Centre (Cinema), Silk Street, Barbican, City of London, Greater London, England, EC2Y 8DS, United Kingdom"
acd12f0294fefed45a44075eb8ff117c,707,"Barons Court Station, West Kensington",109453,104130,51.4902,-0.215087,"Barons Court Station, Margravine Gardens, West Kensington, London Borough of Hammersmith and Fulham, Greater London, England, W6 8RL, United Kingdom"
bd390057429f81cf202b7fa86d29091d,200197,"Barons Court Station, West Kensington",4467,4456,51.4902,-0.215087,"Barons Court Station, Margravine Gardens, West Kensington, London Borough of Hammersmith and Fulham, Greater London, England, W6 8RL, United Kingdom"
3a1a6f4c2aed3b7aac426ac02325e47a,119,"Bath Street, St. Luke's",157430,159954,51.5262813,-0.0910193,"Bath Street, St Luke's, Finsbury, London Borough of Islington, Greater London, England, EC1V 9ES, United Kingdom"
1b393d303a16999d2c30641b60ae55d9,964,"Bath Street, St. Luke's",3844,3865,51.5262813,-0.0910193,"Bath Street, St Luke's, Finsbury, London Borough of Islington, Greater London, England, EC1V 9ES, United Kingdom"
8892942881829f51fdd2d417d864c812,700,"Battersea Church Road, Battersea",86654,82155,51.4756327,-0.1753554,"Battersea Church Road, Battersea, London Borough of Wandsworth, Greater London, England, SW11 3PF, United Kingdom"
a0d028aa5fb0cfd5ddfbd77e4d6dd034,200201,"Battersea Church Road, Battersea",2987,2842,51.4756327,-0.1753554,"Battersea Church Road, Battersea, London Borough of Wandsworth, Greater London, England, SW11 3PF, United Kingdom"
341a490e4d145aaadc71a18493b71941,200183,"Battersea Park Road, Nine Elms",6776,6801,51.4799621,-0.1401776,"Battersea Park Road, Nine Elms, London Borough of Wandsworth, Greater London, England, SW8 4DA, United Kingdom"
18a337e65be0d7f6175a63c41126b747,631,"Battersea Park Road, Nine Elms",92767,87089,51.4799621,-0.1401776,"Battersea Park Road, Nine Elms, London Borough of Wandsworth, Greater London, England, SW8 4DA, United Kingdom"
6842450ca31392710581af7ef5aca5a9,821,"Battersea Power Station, Battersea Park",146978,142177,51.4796154,-0.1429709,"Battersea Power Station, Battersea Park Road, Nine Elms, London Borough of Wandsworth, Greater London, England, SW8 4DS, United Kingdom"
bad236730725b7490a7f40f77fa7437f,300221,"Battersea Power Station, Battersea Park",7453,7465,51.4796154,-0.1429709,"Battersea Power Station, Battersea Park Road, Nine Elms, London Borough of Wandsworth, Greater London, England, SW8 4DS, United Kingdom"
